"NPV_baseline_rice_without_gov_assistance_Min","NPV_baseline_rice_without_gov_assistance_Q25","NPV_baseline_rice_without_gov_assistance_Median","NPV_baseline_rice_without_gov_assistance_Mean","NPV_baseline_rice_without_gov_assistance_Q75","NPV_baseline_rice_without_gov_assistance_Max","NPV_vegetables_decision_do_with_gov_assistance_Min","NPV_vegetables_decision_do_with_gov_assistance_Q25","NPV_vegetables_decision_do_with_gov_assistance_Median","NPV_vegetables_decision_do_with_gov_assistance_Mean","NPV_vegetables_decision_do_with_gov_assistance_Q75","NPV_vegetables_decision_do_with_gov_assistance_Max","NPV_vegetables_decision_do_without_gov_assistance_Min","NPV_vegetables_decision_do_without_gov_assistance_Q25","NPV_vegetables_decision_do_without_gov_assistance_Median","NPV_vegetables_decision_do_without_gov_assistance_Mean","NPV_vegetables_decision_do_without_gov_assistance_Q75","NPV_vegetables_decision_do_without_gov_assistance_Max"
-334.412806333621,434.901683329254,520.305870521534,468.564050987293,601.08788309561,1041.54617419437,-1390.61404717101,-192.479007967017,261.208706486965,583.332368860066,893.384946496076,12395.5061822315,-2034.26408559416,-549.5843670614,-85.2504845015543,227.559503114798,549.854396999772,12220.2033362066
